filename,label
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/DSCN3768.JPG.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/b085c28357a5f7839c2dcf582acc9e52.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/P4190299aS.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/stock-photo-black-pepper-plant-with-green-berries-and-leaves-555241408.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/Bell-pepper-leaves.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/Seminis-Turnpike-Bell-Pepper-1024x756.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/IMG_1629.JPG_1507122477.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/shutterstock_443115826.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/fotolia_4311376_XS.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/october-bell-peppers.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/14ec45.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/e8199bb0e4a7edf94351ca07a5aadc06.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/RnGnC.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/why-are-my-pepper-plants-yellow-yellow-pepper-plants-yellow-leaves-green-veins-pepper-plants-yellow-veins.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/ac9201ad84e0987e6fdd2589258d72fd.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/xKh6iInh.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/387502.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/pepper+leaves.JPG.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/file.php_id=18598&t=1.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/zT5la.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/004-10.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/007.JPG.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/DSCN0652.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/bb2581.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/10148582-green-leaf-of-pepper.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/leaves.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/951d30.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/img_2509_b.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/v9hX3.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/5493139683d035a18fd0dfa12893f38b--outdoor-decor-worms.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/pepper_leaf.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/DSCN5835_original.JPG_1472909566.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/GREEN%20BELL%20PLANT%20YELLOW%20LEAF.JPG.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/4825902504_5fa80b65b8_z.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/green-pepper-leaf-parks-3302644.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/2477703364_0c94646b48.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/pepper-plant-leaves-green-bell-pepper-seedlings-growing-in-dark-brown-soil-in-the-sunshine-with-a-white-my-pepper-plant-leaves-are-being-eaten.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/green-pepper-leaves-11364990.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/DSC04477.JPG.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/dscf1776.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/image_1500x1500%253E.jpeg_1472959493.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/0f3sA.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/yellow-leaves-on-pepper-plant-green-bell-plant-yellow-leaf-yellow-curling-leaves-on-pepper-plants.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/IMG_2855-1.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/IMG_3891.JPG_1492073147.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/M7JV1.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/seeding-peppers-a-1024x768.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/e33155.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/tomato_bell_pepper_garden_pt3-03.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/stock-photo-closeup-of-underside-of-bell-pepper-leaf-isolated-on-white-background-114184570.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/28a593.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/leaves11.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/uGz0O.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/pepper.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/white-pepper-plant-white-pepper-plant-piper-black-pepper-white-bell-pepper-plants-for-sale-pepper-plant-has-white-leaves.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/bell%20pepper%20rain%20590x330.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/ee4ab32985e0f26d556ab9d6ac7d0a35.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/Bell-pepper-plant.JPG.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/IMG_1495.JPG.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/virus1_600px.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Bell_pepper leaf/CMZEb.jpg,Bell_pepper leaf
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/late-blight-leaves.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/2976_1600.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/late-blight-lesions-potato-leaf-miller-research-809.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/4442_1600.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/3782849713_398f3a1086_b.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/Late-blight.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/Late_blight_on_potato_leaf_3-58bcf5055f9b58af5c27bf74.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/IMG_5358.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/5816740026_d42ef24413_Phytophthora-Infestans.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/d4fc0f56-da2e-4d7e-9a22-2430b562eeee.jpeg.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/B2750121-Potato_late_blight-SPL.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/LateBlight03.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/PotatoLateBlight2.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/CzFxqKtWEAA4U3g.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/potatolb_upper_leafcux1200.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/fig1a_500.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/20090710-lateblight.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/IMG_5813-1024x768.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/4-late-blight-cmyk-opt.jpeg.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/lateblight1.JPG.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/late_blight_potato_leaf_500.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/Late_blight_on_potato_leaf.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/b3a52d4eda0deedc34260c4dee847a5b.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/early_blight.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/figure-7-gudmestad-opt.jpeg.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/Late-blight-infected-potato-plants_2.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/potato-late-blight-phytophthora-infestans-necrotic-disease-lesions-B7G2EC.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/lateblight8.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/phytophthora-infestans-late-blight-or-potato-blight-on-the-haulm-of-E29H6G.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/LateBlight13.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/lateblightleaf.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/Potato-late-blight-008.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/286_1600.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/LB_potato_leaf_topside.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/potato_ocw_botrytis-lateblight.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/White-mould-potato-blight.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/late-blight-potato.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/2619_600.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/potato-solanum-tuberosum-late-blight.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/foliar_late_blight.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/late.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/39-late-blight-mold.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/3720946948_339251cc94_z.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/fi000293.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/potato_late-blight_07_zoom.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/Blog-3.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/potato-late-blight-symptom-on-leaves-PGB5H9.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/B2650062-Potato_late_blight-SPL.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/460_1600.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/lb7_l.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/phytophthora-infestans-late-blight-or-potato-blight-on-the-haulm-of-EHW1RD.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/Jessore-potato-late-blight-8-2h2fdkl.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/potato-late-blight-phytophthora-infestans-lesions-on-potato-foliage-X4XJF4.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/potato-late-blight.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/24064_1.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/Late-Blight-336x437.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/dsc_8151s.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/irish-blight-symptoms-on-potato-leaves-atmf8b.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/6a00d8341c4fe353ef011571354632970c-800wi.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/Symptom_potato_late_blight.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/Lateblight.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/Potato-Late-Blight-3-06202014.jpeg.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/Potato-late-blight-in-field-trial-1.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/lateblightlesions_1.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/lb4_l.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/Late-blight-on-leaf-email.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/potato-blight-phytophora-infestans-close-up-of-infected-leaf-top-surface-A60HXG.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/potatolb_symptoms_meg-cornell_300x225.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/late_blight.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/LateBlightFig3new.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/1421_0.jpeg_itok=FMtmgePj.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/phytophthora-infestans-potato-blight-first-foliar-symptoms-on-solanum-EJKRCK.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/Late+Blight+of+Potato+and+Tomato.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/potato-late-blight-symptom-on-leaves-PGB5NJ.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/24847793510_7859b46a3d.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/Late-blight-leaves_261x240.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/2540_600.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/Potato-late-blight-caused-by-Phytophthora-infestans_Q320.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/potato_ocw_lateblight-earlyblight.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/LateBlight04.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/Late-Blight-56a34bc55f9b58b7d0d15210.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/late-blight-midwest_twitter.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/potato_late-blight_08_zoom.jpg,Potato leaf late blight
/home/Jhin0324/Jhin/PlantDoc/Potato leaf late blight/22-late%20blight-advanced%20symptoms%20potato.jpg,Potato leaf late blight
